Predicted power,Actual power,Abs error,MAE,MAPE
,,,2.265902042388916,6706367.5
0.018576263,0.0,0.018576263
152.65576,129.725,22.930756
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.013709152,0.0,0.013709152
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.016788436,0.0,0.016788436
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.018576263,0.0,0.018576263
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.013709152,0.0,0.013709152
1.2878705e-07,0.0,1.2878705e-07
0.030759536,0.0,0.030759536
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.012386896,0.0,0.012386896
0.02273652,0.0,0.02273652
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.030759536,0.0,0.030759536
152.71481,124.035,28.67981
152.41963,225.778,73.35837
1.2878705e-07,0.0,1.2878705e-07
0.02273652,0.0,0.02273652
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.03400986,0.0,0.03400986
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.018576263,0.0,0.018576263
0.012386896,0.0,0.012386896
0.016788436,0.0,0.016788436
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.018576263,0.0,0.018576263
0.025149627,0.0,0.025149627
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
0.020552358,0.0,0.020552358
0.020552358,0.0,0.020552358
0.027815405,0.0,0.027815405
125.32436,98.9776,26.346764
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
0.02273652,0.0,0.02273652
0.016788436,0.0,0.016788436
0.041555464,0.0,0.041555464
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
152.95091,149.769,3.1819153
140.67244,112.192,28.480438
1.2878705e-07,0.0,1.2878705e-07
140.73149,183.673,42.941513
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.020552358,0.0,0.020552358
0.020552358,0.0,0.020552358
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
1.2878705e-07,0.0,1.2878705e-07
0.018576201,0.0,0.018576201
1.2878705e-07,0.0,1.2878705e-07
0.016788436,0.0,0.016788436
1.2878705e-07,0.0,1.2878705e-07
0.015171441,0.0,0.015171441
1.2878705e-07,0.0,1.2878705e-07
